second,philosopher,eatCount,eatNanosDelta,blockedMillisDelta
149,Splinter,102,0,1002
149,Michelangelo,99,0,1002
149,Leonardo,97,0,1002
150,Raphael,100,0,1001
150,Donatello,99,0,1001
150,Splinter,102,0,1001
150,Michelangelo,99,0,1001
150,Leonardo,97,0,1001
151,Raphael,100,0,1002
151,Donatello,99,0,1002
151,Splinter,102,0,1002
151,Michelangelo,99,0,1002
151,Leonardo,97,0,1002
152,Raphael,100,0,1002
152,Donatello,99,0,1001
152,Splinter,102,0,1001
152,Michelangelo,99,0,1001
152,Leonardo,97,0,1001
153,Raphael,100,0,1001
153,Donatello,99,0,1002
153,Splinter,102,0,1002
153,Michelangelo,99,0,1002
153,Leonardo,97,0,1002
154,Raphael,100,0,1002
154,Donatello,99,0,1002
154,Splinter,102,0,1002
154,Michelangelo,99,0,1002
154,Leonardo,97,0,1002
155,Raphael,100,0,1001
155,Donatello,99,0,1001
155,Splinter,102,0,1001
155,Michelangelo,99,0,1001
155,Leonardo,97,0,1001
156,Raphael,100,0,1001
156,Donatello,99,0,1001
156,Splinter,102,0,1001
156,Michelangelo,99,0,1001
156,Leonardo,97,0,1001
157,Raphael,100,0,1002
157,Donatello,99,0,1002
157,Splinter,102,0,1001
157,Michelangelo,99,0,1001
157,Leonardo,97,0,1001
158,Raphael,100,0,1001
158,Donatello,99,0,1001
158,Splinter,102,0,1002
158,Michelangelo,99,0,1002
158,Leonardo,97,0,1002
159,Raphael,100,0,1001
159,Donatello,99,0,1001
159,Splinter,102,0,1001
159,Michelangelo,99,0,1001
159,Leonardo,97,0,1001
160,Raphael,100,0,1002
160,Donatello,99,0,1002
160,Splinter,102,0,1002
160,Michelangelo,99,0,1002
160,Leonardo,97,0,1002
161,Raphael,100,0,1002
161,Donatello,99,0,1002
161,Splinter,102,0,1002
161,Michelangelo,99,0,1002
161,Leonardo,97,0,1002
162,Raphael,100,0,1003
162,Donatello,99,0,1002
162,Splinter,102,0,1002
162,Michelangelo,99,0,1002
162,Leonardo,97,0,1002
163,Raphael,100,0,1000
163,Donatello,99,0,1001
163,Splinter,102,0,1001
163,Michelangelo,99,0,1001
163,Leonardo,97,0,1001
164,Raphael,100,0,1002
164,Donatello,99,0,1002
164,Splinter,102,0,1001
164,Michelangelo,99,0,1001
164,Leonardo,97,0,1001
165,Raphael,100,0,1000
165,Donatello,99,0,1000
165,Splinter,102,0,1001
165,Michelangelo,99,0,1001
165,Leonardo,97,0,1001
166,Raphael,100,0,1001
166,Donatello,99,0,1001
166,Splinter,102,0,1001
166,Michelangelo,99,0,1001
166,Leonardo,97,0,1001
167,Raphael,100,0,1001
167,Donatello,99,0,1001
167,Splinter,102,0,1001
167,Michelangelo,99,0,1001
167,Leonardo,97,0,1001
168,Raphael,100,0,1002
168,Donatello,99,0,1001
168,Splinter,102,0,1001
168,Michelangelo,99,0,1001
168,Leonardo,97,0,1001
169,Raphael,100,0,1000
169,Donatello,99,0,1001
169,Splinter,102,0,1001
169,Michelangelo,99,0,1001
169,Leonardo,97,0,1001
170,Raphael,100,0,1001
170,Donatello,99,0,1001
170,Splinter,102,0,1001
170,Michelangelo,99,0,1001
170,Leonardo,97,0,1001
171,Raphael,100,0,1001
171,Donatello,99,0,1001
171,Splinter,102,0,1001
171,Michelangelo,99,0,1001
171,Leonardo,97,0,1001
172,Raphael,100,0,1002
172,Donatello,99,0,1002
172,Splinter,102,0,1002
172,Michelangelo,99,0,1002
172,Leonardo,97,0,1002
173,Raphael,100,0,1001
173,Donatello,99,0,1001
173,Splinter,102,0,1001
173,Michelangelo,99,0,1001
173,Leonardo,97,0,1001
174,Raphael,100,0,1002
174,Donatello,99,0,1001
174,Splinter,102,0,1001
174,Michelangelo,99,0,1001
174,Leonardo,97,0,1001
175,Raphael,100,0,1000
175,Donatello,99,0,1001
175,Splinter,102,0,1001
175,Michelangelo,99,0,1001
175,Leonardo,97,0,1001
176,Raphael,100,0,1002
176,Donatello,99,0,1002
176,Splinter,102,0,1002
176,Michelangelo,99,0,1002
176,Leonardo,97,0,1002
177,Raphael,100,0,1001
177,Donatello,99,0,1001
177,Splinter,102,0,1001
177,Michelangelo,99,0,1001
177,Leonardo,97,0,1001
178,Raphael,100,0,1001
178,Donatello,99,0,1001
178,Splinter,102,0,1001
178,Michelangelo,99,0,1001
178,Leonardo,97,0,1001
179,Raphael,100,0,1001
179,Donatello,99,0,1001
179,Splinter,102,0,1001
179,Michelangelo,99,0,1001
179,Leonardo,97,0,1001
180,Raphael,100,0,1002
180,Donatello,99,0,1002
180,Splinter,102,0,1002
180,Michelangelo,99,0,1002
180,Leonardo,97,0,1002
181,Raphael,100,0,1001
181,Donatello,99,0,1001
181,Splinter,102,0,1001
181,Michelangelo,99,0,1001
181,Leonardo,97,0,1001
182,Raphael,100,0,1001
182,Donatello,99,0,1001
182,Splinter,102,0,1001
182,Michelangelo,99,0,1001
182,Leonardo,97,0,1001
183,Raphael,100,0,1001
183,Donatello,99,0,1001
183,Splinter,102,0,1001
183,Michelangelo,99,0,1001
183,Leonardo,97,0,1001
184,Raphael,100,0,1001
184,Donatello,99,0,1001
184,Splinter,102,0,1001
184,Michelangelo,99,0,1001
184,Leonardo,97,0,1001
185,Raphael,100,0,1002
185,Donatello,99,0,1002
185,Splinter,102,0,1002
185,Michelangelo,99,0,1002
185,Leonardo,97,0,1002
186,Raphael,100,0,1002
186,Donatello,99,0,1002
186,Splinter,102,0,1002
186,Michelangelo,99,0,1002
186,Leonardo,97,0,1002
187,Raphael,100,0,1001
187,Donatello,99,0,1001
187,Splinter,102,0,1001
187,Michelangelo,99,0,1001
187,Leonardo,97,0,1001
188,Raphael,100,0,1001
188,Donatello,99,0,1001
188,Splinter,102,0,1001
188,Michelangelo,99,0,1001
188,Leonardo,97,0,1001
189,Raphael,100,0,1001
189,Donatello,99,0,1001
189,Splinter,102,0,1001
189,Michelangelo,99,0,1001
189,Leonardo,97,0,1001
190,Raphael,100,0,1001
190,Donatello,99,0,1001
190,Splinter,102,0,1001
190,Michelangelo,99,0,1001
190,Leonardo,97,0,1001
191,Raphael,100,0,1001
191,Donatello,99,0,1001
191,Splinter,102,0,1001
191,Michelangelo,99,0,1001
191,Leonardo,97,0,1001
192,Raphael,100,0,1002
192,Donatello,99,0,1001
192,Splinter,102,0,1001
192,Michelangelo,99,0,1001
192,Leonardo,97,0,1001
193,Raphael,100,0,1000
193,Donatello,99,0,1001
193,Splinter,102,0,1001
193,Michelangelo,99,0,1001
193,Leonardo,97,0,1001
194,Raphael,100,0,1002
194,Donatello,99,0,1002
194,Splinter,102,0,1002
194,Michelangelo,99,0,1002
194,Leonardo,97,0,1002
195,Raphael,100,0,1002
195,Donatello,99,0,1002
195,Splinter,102,0,1002
195,Michelangelo,99,0,1002
195,Leonardo,97,0,1002
196,Raphael,100,0,1002
196,Donatello,99,0,1002
196,Splinter,102,0,1002
196,Michelangelo,99,0,1002
196,Leonardo,97,0,1002
197,Raphael,100,0,1001
197,Donatello,99,0,1001
197,Splinter,102,0,1001
197,Michelangelo,99,0,1001
197,Leonardo,97,0,1001
198,Raphael,100,0,1001
198,Donatello,99,0,1001
198,Splinter,102,0,1001
198,Michelangelo,99,0,1001
198,Leonardo,97,0,1001
199,Raphael,100,0,1001
199,Donatello,99,0,1001
199,Splinter,102,0,1001
199,Michelangelo,99,0,1001
199,Leonardo,97,0,1001
200,Raphael,100,0,1002
200,Donatello,99,0,1002
200,Splinter,102,0,1002
200,Michelangelo,99,0,1002
200,Leonardo,97,0,1002
201,Raphael,100,0,1001
201,Donatello,99,0,1001
201,Splinter,102,0,1001
201,Michelangelo,99,0,1001
201,Leonardo,97,0,1001
202,Raphael,100,0,1003
202,Donatello,99,0,1003
202,Splinter,102,0,1002
202,Michelangelo,99,0,1002
202,Leonardo,97,0,1002
203,Raphael,100,0,1000
203,Donatello,99,0,1000
203,Splinter,102,0,1001
203,Michelangelo,99,0,1001
203,Leonardo,97,0,1001
204,Raphael,100,0,1002
204,Donatello,99,0,1001
204,Splinter,102,0,1001
204,Michelangelo,99,0,1001
204,Leonardo,97,0,1001
205,Raphael,100,0,1001
205,Donatello,99,0,1001
205,Splinter,102,0,1001
205,Michelangelo,99,0,1001
205,Leonardo,97,0,1001
206,Raphael,100,0,1000
206,Donatello,99,0,1001
206,Splinter,102,0,1001
206,Michelangelo,99,0,1001
206,Leonardo,97,0,1001
207,Raphael,100,0,1002
207,Donatello,99,0,1001
207,Splinter,102,0,1001
207,Michelangelo,99,0,1001
207,Leonardo,97,0,1001
208,Raphael,100,0,1001
208,Donatello,99,0,1002
208,Splinter,102,0,1002
208,Michelangelo,99,0,1002
208,Leonardo,97,0,1002
209,Raphael,100,0,1001
209,Donatello,99,0,1001
209,Splinter,102,0,1001
209,Michelangelo,99,0,1001
209,Leonardo,97,0,1001
210,Raphael,100,0,1001
210,Donatello,99,0,1001
210,Splinter,102,0,1001
210,Michelangelo,99,0,1001
210,Leonardo,97,0,1001
211,Raphael,100,0,1002
211,Donatello,99,0,1001
211,Splinter,102,0,1001
211,Michelangelo,99,0,1001
211,Leonardo,97,0,1001
212,Raphael,100,0,1002
212,Donatello,99,0,1002
212,Splinter,102,0,1002
212,Michelangelo,99,0,1002
212,Leonardo,97,0,1002
213,Raphael,100,0,1000
213,Donatello,99,0,1001
213,Splinter,102,0,1001
213,Michelangelo,99,0,1001
213,Leonardo,97,0,1001
214,Raphael,100,0,1001
214,Donatello,99,0,1001
214,Splinter,102,0,1001
214,Michelangelo,99,0,1001
214,Leonardo,97,0,1001
215,Raphael,100,0,1001
215,Donatello,99,0,1001
215,Splinter,102,0,1001
215,Michelangelo,99,0,1001
215,Leonardo,97,0,1001
216,Raphael,100,0,1001
216,Donatello,99,0,1001
216,Splinter,102,0,1001
216,Michelangelo,99,0,1001
216,Leonardo,97,0,1001
217,Raphael,100,0,1001
217,Donatello,99,0,1001
217,Splinter,102,0,1001
217,Michelangelo,99,0,1001
217,Leonardo,97,0,1001
218,Raphael,100,0,1001
218,Donatello,99,0,1001
218,Splinter,102,0,1001
218,Michelangelo,99,0,1001
218,Leonardo,97,0,1001
219,Raphael,100,0,1001
219,Donatello,99,0,1001
219,Splinter,102,0,1001
219,Michelangelo,99,0,1001
219,Leonardo,97,0,1001
220,Raphael,100,0,1001
220,Donatello,99,0,1001
220,Splinter,102,0,1001
220,Michelangelo,99,0,1001
220,Leonardo,97,0,1001
221,Raphael,100,0,1002
221,Donatello,99,0,1002
221,Splinter,102,0,1002
221,Michelangelo,99,0,1002
221,Leonardo,97,0,1002
222,Raphael,100,0,1001
222,Donatello,99,0,1001
222,Splinter,102,0,1001
222,Michelangelo,99,0,1001
222,Leonardo,97,0,1001
223,Raphael,100,0,1002
223,Donatello,99,0,1002
223,Splinter,102,0,1002
223,Michelangelo,99,0,1002
223,Leonardo,97,0,1002
224,Raphael,100,0,1001
224,Donatello,99,0,1001
224,Splinter,102,0,1001
224,Michelangelo,99,0,1001
224,Leonardo,97,0,1001
225,Raphael,100,0,1001
225,Donatello,99,0,1001
225,Splinter,102,0,1001
225,Michelangelo,99,0,1001
225,Leonardo,97,0,1001
226,Raphael,100,0,1002
226,Donatello,99,0,1001
226,Splinter,102,0,1001
226,Michelangelo,99,0,1001
226,Leonardo,97,0,1001
227,Raphael,100,0,1000
227,Donatello,99,0,1001
227,Splinter,102,0,1001
227,Michelangelo,99,0,1001
227,Leonardo,97,0,1001
228,Raphael,100,0,1001
228,Donatello,99,0,1001
228,Splinter,102,0,1001
228,Michelangelo,99,0,1001
228,Leonardo,97,0,1001
229,Raphael,100,0,1002
229,Donatello,99,0,1001
229,Splinter,102,0,1001
229,Michelangelo,99,0,1001
229,Leonardo,97,0,1001
230,Raphael,100,0,1001
230,Donatello,99,0,1002
230,Splinter,102,0,1002
230,Michelangelo,99,0,1002
230,Leonardo,97,0,1002
231,Raphael,100,0,1001
231,Donatello,99,0,1001
231,Splinter,102,0,1001
231,Michelangelo,99,0,1001
231,Leonardo,97,0,1001
232,Raphael,100,0,1001
232,Donatello,99,0,1001
232,Splinter,102,0,1001
232,Michelangelo,99,0,1001
232,Leonardo,97,0,1001
233,Raphael,100,0,1001
233,Donatello,99,0,1001
233,Splinter,102,0,1001
233,Michelangelo,99,0,1001
233,Leonardo,97,0,1001
234,Raphael,100,0,1001
234,Donatello,99,0,1001
234,Splinter,102,0,1001
234,Michelangelo,99,0,1001
234,Leonardo,97,0,1001
235,Raphael,100,0,1001
235,Donatello,99,0,1001
235,Splinter,102,0,1001
235,Michelangelo,99,0,1001
235,Leonardo,97,0,1001
236,Raphael,100,0,1001
236,Donatello,99,0,1001
236,Splinter,102,0,1001
236,Michelangelo,99,0,1001
236,Leonardo,97,0,1001
237,Raphael,100,0,1001
237,Donatello,99,0,1001
237,Splinter,102,0,1001
237,Michelangelo,99,0,1001
237,Leonardo,97,0,1001
238,Raphael,100,0,1001
238,Donatello,99,0,1001
238,Splinter,102,0,1001
238,Michelangelo,99,0,1001
238,Leonardo,97,0,1001
239,Raphael,100,0,1002
239,Donatello,99,0,1002
239,Splinter,102,0,1002
239,Michelangelo,99,0,1002
239,Leonardo,97,0,1002
240,Raphael,100,0,1001
240,Donatello,99,0,1001
240,Splinter,102,0,1001
240,Michelangelo,99,0,1001
240,Leonardo,97,0,1001
241,Raphael,100,0,1001
241,Donatello,99,0,1001
241,Splinter,102,0,1001
241,Michelangelo,99,0,1001
241,Leonardo,97,0,1001
242,Raphael,100,0,1001
242,Donatello,99,0,1001
242,Splinter,102,0,1001
242,Michelangelo,99,0,1001
242,Leonardo,97,0,1001
243,Raphael,100,0,1002
243,Donatello,99,0,1002
243,Splinter,102,0,1002
243,Michelangelo,99,0,1002
243,Leonardo,97,0,1002
244,Raphael,100,0,1001
244,Donatello,99,0,1001
244,Splinter,102,0,1001
244,Michelangelo,99,0,1001
244,Leonardo,97,0,1001
245,Raphael,100,0,1001
245,Donatello,99,0,1001
245,Splinter,102,0,1001
245,Michelangelo,99,0,1001
245,Leonardo,97,0,1001
246,Raphael,100,0,1001
246,Donatello,99,0,1001
246,Splinter,102,0,1001
246,Michelangelo,99,0,1001
246,Leonardo,97,0,1001
247,Raphael,100,0,1001
247,Donatello,99,0,1001
247,Splinter,102,0,1001
247,Michelangelo,99,0,1001
247,Leonardo,97,0,1001
248,Raphael,100,0,1001
248,Donatello,99,0,1001
248,Splinter,102,0,1001
248,Michelangelo,99,0,1001
248,Leonardo,97,0,1001
249,Raphael,100,0,1002
249,Donatello,99,0,1002
249,Splinter,102,0,1002
249,Michelangelo,99,0,1002
249,Leonardo,97,0,1002
250,Raphael,100,0,1003
250,Donatello,99,0,1002
250,Splinter,102,0,1002
250,Michelangelo,99,0,1002
250,Leonardo,97,0,1002
251,Raphael,100,0,1000
251,Donatello,99,0,1001
251,Splinter,102,0,1001
251,Michelangelo,99,0,1001
251,Leonardo,97,0,1001
252,Raphael,100,0,1002
252,Donatello,99,0,1002
252,Splinter,102,0,1002
252,Michelangelo,99,0,1002
252,Leonardo,97,0,1002
253,Raphael,100,0,1001
253,Donatello,99,0,1001
253,Splinter,102,0,1001
253,Michelangelo,99,0,1001
253,Leonardo,97,0,1001
254,Raphael,100,0,1001
254,Donatello,99,0,1001
254,Splinter,102,0,1001
254,Michelangelo,99,0,1001
254,Leonardo,97,0,1001
255,Raphael,100,0,1003
255,Donatello,99,0,1002
255,Splinter,102,0,1002
255,Michelangelo,99,0,1002
255,Leonardo,97,0,1002
256,Raphael,100,0,1001
256,Donatello,99,0,1001
256,Splinter,102,0,1001
256,Michelangelo,99,0,1001
256,Leonardo,97,0,1001
257,Raphael,100,0,1001
257,Donatello,99,0,1002
257,Splinter,102,0,1002
257,Michelangelo,99,0,1002
257,Leonardo,97,0,1002
258,Raphael,100,0,1001
258,Donatello,99,0,1001
258,Splinter,102,0,1001
258,Michelangelo,99,0,1001
258,Leonardo,97,0,1001
259,Raphael,100,0,1003
259,Donatello,99,0,1003
259,Splinter,102,0,1002
259,Michelangelo,99,0,1002
259,Leonardo,97,0,1002
260,Raphael,100,0,1000
260,Donatello,99,0,1000
260,Splinter,102,0,1001
260,Michelangelo,99,0,1001
260,Leonardo,97,0,1001
261,Raphael,100,0,1001
261,Donatello,99,0,1001
261,Splinter,102,0,1001
261,Michelangelo,99,0,1001
261,Leonardo,97,0,1001
262,Raphael,100,0,1002
262,Donatello,99,0,1002
262,Splinter,102,0,1002
262,Michelangelo,99,0,1002
262,Leonardo,97,0,1002
263,Raphael,100,0,1002
263,Donatello,99,0,1002
263,Splinter,102,0,1002
263,Michelangelo,99,0,1002
263,Leonardo,97,0,1002
264,Raphael,100,0,1002
264,Donatello,99,0,1002
264,Splinter,102,0,1002
264,Michelangelo,99,0,1002
264,Leonardo,97,0,1002
265,Raphael,100,0,1001
265,Donatello,99,0,1001
265,Splinter,102,0,1001
265,Michelangelo,99,0,1001
265,Leonardo,97,0,1001
266,Raphael,100,0,1001
266,Donatello,99,0,1001
266,Splinter,102,0,1001
266,Michelangelo,99,0,1001
266,Leonardo,97,0,1001
267,Raphael,100,0,1001
267,Donatello,99,0,1001
267,Splinter,102,0,1001
267,Michelangelo,99,0,1001
267,Leonardo,97,0,1001
268,Raphael,100,0,1001
268,Donatello,99,0,1001
268,Splinter,102,0,1001
268,Michelangelo,99,0,1001
268,Leonardo,97,0,1001
269,Raphael,100,0,1002
269,Donatello,99,0,1002
269,Splinter,102,0,1002
269,Michelangelo,99,0,1002
269,Leonardo,97,0,1002
270,Raphael,100,0,1001
270,Donatello,99,0,1001
270,Splinter,102,0,1001
270,Michelangelo,99,0,1001
270,Leonardo,97,0,1001
271,Raphael,100,0,1001
271,Donatello,99,0,1001
271,Splinter,102,0,1001
271,Michelangelo,99,0,1001
271,Leonardo,97,0,1001
272,Raphael,100,0,1001
272,Donatello,99,0,1001
272,Splinter,102,0,1001
272,Michelangelo,99,0,1001
272,Leonardo,97,0,1001
273,Raphael,100,0,1001
273,Donatello,99,0,1001
273,Splinter,102,0,1001
273,Michelangelo,99,0,1001
273,Leonardo,97,0,1001
274,Raphael,100,0,1001
274,Donatello,99,0,1001
274,Splinter,102,0,1001
274,Michelangelo,99,0,1001
274,Leonardo,97,0,1001
275,Raphael,100,0,1001
275,Donatello,99,0,1001
275,Splinter,102,0,1001
275,Michelangelo,99,0,1001
275,Leonardo,97,0,1001
276,Raphael,100,0,1002
276,Donatello,99,0,1002
276,Splinter,102,0,1002
276,Michelangelo,99,0,1002
276,Leonardo,97,0,1002
277,Raphael,100,0,1001
277,Donatello,99,0,1001
277,Splinter,102,0,1001
277,Michelangelo,99,0,1001
277,Leonardo,97,0,1001
278,Raphael,100,0,1001
278,Donatello,99,0,1001
278,Splinter,102,0,1001
278,Michelangelo,99,0,1001
278,Leonardo,97,0,1001
279,Raphael,100,0,1002
279,Donatello,99,0,1002
279,Splinter,102,0,1002
279,Michelangelo,99,0,1002
279,Leonardo,97,0,1002
280,Raphael,100,0,1001
280,Donatello,99,0,1001
280,Splinter,102,0,1001
280,Michelangelo,99,0,1001
280,Leonardo,97,0,1001
281,Raphael,100,0,1001
281,Donatello,99,0,1001
281,Splinter,102,0,1001
281,Michelangelo,99,0,1001
281,Leonardo,97,0,1001
282,Raphael,100,0,1002
282,Donatello,99,0,1002
282,Splinter,102,0,1002
282,Michelangelo,99,0,1002
282,Leonardo,97,0,1002
283,Raphael,100,0,1001
283,Donatello,99,0,1001
283,Splinter,102,0,1001
283,Michelangelo,99,0,1001
283,Leonardo,97,0,1001
284,Raphael,100,0,1002
284,Donatello,99,0,1002
284,Splinter,102,0,1002
284,Michelangelo,99,0,1002
284,Leonardo,97,0,1002
285,Raphael,100,0,1001
285,Donatello,99,0,1001
285,Splinter,102,0,1001
285,Michelangelo,99,0,1001
285,Leonardo,97,0,1001
286,Raphael,100,0,1001
286,Donatello,99,0,1001
286,Splinter,102,0,1001
286,Michelangelo,99,0,1001
286,Leonardo,97,0,1001
287,Raphael,100,0,1001
287,Donatello,99,0,1001
287,Splinter,102,0,1001
287,Michelangelo,99,0,1001
287,Leonardo,97,0,1001
288,Raphael,100,0,1001
288,Donatello,99,0,1001
288,Splinter,102,0,1001
288,Michelangelo,99,0,1001
288,Leonardo,97,0,1001
289,Raphael,100,0,1001
289,Donatello,99,0,1001
289,Splinter,102,0,1001
289,Michelangelo,99,0,1001
289,Leonardo,97,0,1001
290,Raphael,100,0,1001
290,Donatello,99,0,1001
290,Splinter,102,0,1001
290,Michelangelo,99,0,1001
290,Leonardo,97,0,1001
291,Raphael,100,0,1001
291,Donatello,99,0,1001
291,Splinter,102,0,1001
291,Michelangelo,99,0,1001
291,Leonardo,97,0,1001
292,Raphael,100,0,1001
292,Donatello,99,0,1001
292,Splinter,102,0,1001
292,Michelangelo,99,0,1001
292,Leonardo,97,0,1001
293,Raphael,100,0,1001
293,Donatello,99,0,1001
293,Splinter,102,0,1001
293,Michelangelo,99,0,1001
293,Leonardo,97,0,1001
294,Raphael,100,0,1002
294,Donatello,99,0,1002
294,Splinter,102,0,1001
294,Michelangelo,99,0,1001
294,Leonardo,97,0,1001
295,Raphael,100,0,1000
295,Donatello,99,0,1000
295,Splinter,102,0,1001
295,Michelangelo,99,0,1001
295,Leonardo,97,0,1001
296,Raphael,100,0,1001
296,Donatello,99,0,1001
296,Splinter,102,0,1001
296,Michelangelo,99,0,1001
296,Leonardo,97,0,1001
297,Raphael,100,0,1002
297,Donatello,99,0,1002
297,Splinter,102,0,1002
297,Michelangelo,99,0,1002
297,Leonardo,97,0,1002
298,Raphael,100,0,1001
298,Donatello,99,0,1001
298,Splinter,102,0,1001
298,Michelangelo,99,0,1001
298,Leonardo,97,0,1001
299,Raphael,100,0,1001
299,Donatello,99,0,1001
299,Splinter,102,0,1001
299,Michelangelo,99,0,1001
299,Leonardo,97,0,1001
